            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
 10.252.108.212|    224.0.0.252|55098| 5355| 17|         2|       104|        |2014/12/12T20:14:34.301|    0.416|2014/12/12T20:14:34.717| S1|
 10.252.108.212|    224.0.0.252|51028| 5355| 17|         2|       100|        |2014/12/12T20:14:37.284|    0.412|2014/12/12T20:14:37.696| S1|
 10.252.108.212|    224.0.0.252|56843| 5355| 17|         2|       100|        |2014/12/12T20:14:37.284|    0.412|2014/12/12T20:14:37.696| S1|
 10.252.108.212|    224.0.0.252|55045| 5355| 17|         2|       104|        |2014/12/12T20:14:47.110|    0.413|2014/12/12T20:14:47.523| S1|
 10.252.108.212|    224.0.0.252|53950| 5355| 17|         2|       104|        |2014/12/12T20:14:47.114|    0.409|2014/12/12T20:14:47.523| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T20:26:52.438|    1.489|2014/12/12T20:26:53.927| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T20:26:58.208|    0.000|2014/12/12T20:26:58.208| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         3|       687|        |2014/12/12T20:14:26.893|   36.227|2014/12/12T20:15:03.120| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|        54|      4266|        |2014/12/12T20:14:26.894|  382.975|2014/12/12T20:20:49.869| S1|
 10.252.108.212|    224.0.0.252|57052| 5355| 17|         2|       112|        |2014/12/12T20:14:31.050|    0.449|2014/12/12T20:14:31.499| S2|
 10.252.108.212|    224.0.0.252|56230| 5355| 17|         2|       112|        |2014/12/12T20:14:31.050|    0.449|2014/12/12T20:14:31.499| S2|
 10.252.108.212|    224.0.0.252|60615| 5355| 17|         2|       120|        |2014/12/12T20:14:31.050|    0.449|2014/12/12T20:14:31.499| S2|
 10.252.108.212|    224.0.0.252|59189| 5355| 17|         2|       100|        |2014/12/12T20:14:34.296|    0.417|2014/12/12T20:14:34.713| S2|
 10.252.108.212|    224.0.0.252|62143| 5355| 17|         2|       100|        |2014/12/12T20:14:34.296|    0.417|2014/12/12T20:14:34.713| S2|
 10.252.108.212|    224.0.0.252|55098| 5355| 17|         2|       104|        |2014/12/12T20:14:34.297|    0.416|2014/12/12T20:14:34.713| S2|
 10.252.108.212|    224.0.0.252|51028| 5355| 17|         2|       100|        |2014/12/12T20:14:37.280|    0.412|2014/12/12T20:14:37.692| S2|
 10.252.108.212|    224.0.0.252|56843| 5355| 17|         2|       100|        |2014/12/12T20:14:37.280|    0.412|2014/12/12T20:14:37.692| S2|
 10.252.108.212|    224.0.0.252|55045| 5355| 17|         2|       104|        |2014/12/12T20:14:47.106|    0.413|2014/12/12T20:14:47.519| S2|
 10.252.108.212|    224.0.0.252|53950| 5355| 17|         2|       104|        |2014/12/12T20:14:47.110|    0.409|2014/12/12T20:14:47.519| S2|
 10.252.108.212|    224.0.0.252|51002| 5355| 17|         2|       100|        |2014/12/12T20:14:47.762|    0.410|2014/12/12T20:14:48.172| S2|
 10.252.108.212|    224.0.0.252|65287| 5355| 17|         2|       100|        |2014/12/12T20:14:47.761|    0.411|2014/12/12T20:14:48.172| S2|
 10.252.108.212|    224.0.0.252|64123| 5355| 17|         2|       100|        |2014/12/12T20:26:52.435|    0.409|2014/12/12T20:26:52.844| S2|
 10.252.108.212|    224.0.0.252|61283| 5355| 17|         2|       100|        |2014/12/12T20:26:52.434|    0.410|2014/12/12T20:26:52.844| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T20:26:52.434|    1.489|2014/12/12T20:26:53.923| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T20:26:58.204|    0.000|2014/12/12T20:26:58.204| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         3|       687|        |2014/12/12T20:14:26.889|   36.228|2014/12/12T20:15:03.117| S2|
 10.252.108.212|    224.0.0.252|50148| 5355| 17|         2|       100|        |2014/12/12T20:15:08.152|    0.415|2014/12/12T20:15:08.567| S2|
 10.252.108.212|    224.0.0.252|61496| 5355| 17|         2|       100|        |2014/12/12T20:15:08.152|    0.415|2014/12/12T20:15:08.567| S2|
 10.252.108.212|    224.0.0.252|52933| 5355| 17|         2|       104|        |2014/12/12T20:15:24.016|    0.410|2014/12/12T20:15:24.426| S2|
 10.252.108.212|    224.0.0.252|50215| 5355| 17|         2|       100|        |2014/12/12T20:15:24.511|    0.410|2014/12/12T20:15:24.921| S2|
 10.252.108.212|    224.0.0.252|50422| 5355| 17|         2|       100|        |2014/12/12T20:15:24.511|    0.410|2014/12/12T20:15:24.921| S2|
 10.252.108.212|     224.0.0.22|    0|    0|  2|        11|       440|        |2014/12/12T20:14:34.277|   50.705|2014/12/12T20:15:24.982| S2|
 10.252.108.212|    224.0.0.252|49816| 5355| 17|         2|       104|        |2014/12/12T20:15:24.861|    0.412|2014/12/12T20:15:25.273| S2|
 10.252.108.212|    224.0.0.252|62758| 5355| 17|         2|       100|        |2014/12/12T20:15:27.499|    0.411|2014/12/12T20:15:27.910| S2|
 10.252.108.212|    224.0.0.252|49971| 5355| 17|         2|       100|        |2014/12/12T20:15:27.499|    0.411|2014/12/12T20:15:27.910| S2|
 10.252.108.212|    224.0.0.252|60066| 5355| 17|         2|       100|        |2014/12/12T20:15:44.772|    0.431|2014/12/12T20:15:45.203| S2|
 10.252.108.212|    224.0.0.252|50641| 5355| 17|         2|       100|        |2014/12/12T20:15:44.772|    0.431|2014/12/12T20:15:45.203| S2|
 10.252.108.212|    224.0.0.252|54264| 5355| 17|         2|       104|        |2014/12/12T20:16:48.127|    0.410|2014/12/12T20:16:48.537| S2|
 10.252.108.212|    224.0.0.252|58534| 5355| 17|         2|       100|        |2014/12/12T20:16:50.153|    0.411|2014/12/12T20:16:50.564| S2|
 10.252.108.212|    224.0.0.252|59029| 5355| 17|         2|       100|        |2014/12/12T20:16:50.152|    0.412|2014/12/12T20:16:50.564| S2|
 10.252.108.212|    224.0.0.252|56367| 5355| 17|         2|       104|        |2014/12/12T20:20:48.370|    0.417|2014/12/12T20:20:48.787| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|        54|      4266|        |2014/12/12T20:14:26.890|  382.975|2014/12/12T20:20:49.865| S2|
