            sIP|            dIP|sPort|dPort|pro|   packets|     bytes|   flags|                  sTime| duration|                  eTime|sen|
 10.252.108.212|    224.0.0.252|49235| 5355| 17|         2|       100|        |2014/12/12T06:59:34.647|    0.410|2014/12/12T06:59:35.057| S2|
 10.252.108.212|    224.0.0.252|56640| 5355| 17|         2|       100|        |2014/12/12T06:59:34.647|    0.410|2014/12/12T06:59:35.057| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T06:59:34.646|    1.501|2014/12/12T06:59:36.147| S2|
 10.252.108.212|    224.0.0.252|56769| 5355| 17|         2|       104|        |2014/12/12T07:48:56.730|    0.411|2014/12/12T07:48:57.141| S1|
 10.252.108.212|    224.0.0.252|61153| 5355| 17|         2|       100|        |2014/12/12T07:26:50.764|    0.410|2014/12/12T07:26:51.174| S1|
 10.252.108.212|    224.0.0.252|58677| 5355| 17|         2|       100|        |2014/12/12T07:26:50.764|    0.410|2014/12/12T07:26:51.174| S1|
 10.252.108.212|    224.0.0.252|64186| 5355| 17|         2|       100|        |2014/12/12T07:27:08.035|    0.411|2014/12/12T07:27:08.446| S1|
 10.252.108.212|    224.0.0.252|53076| 5355| 17|         2|       100|        |2014/12/12T07:27:08.036|    0.410|2014/12/12T07:27:08.446| S1|
 10.252.108.212|    224.0.0.252|54882| 5355| 17|         2|       100|        |2014/12/12T07:58:17.117|    0.410|2014/12/12T07:58:17.527| S1|
 10.252.108.212|    224.0.0.252|57448| 5355| 17|         2|       100|        |2014/12/12T07:58:17.117|    0.410|2014/12/12T07:58:17.527| S1|
 10.252.108.212|    224.0.0.252|54410| 5355| 17|         2|       100|        |2014/12/12T07:38:12.572|    0.417|2014/12/12T07:38:12.989| S1|
 10.252.108.212|    224.0.0.252|59030| 5355| 17|         2|       100|        |2014/12/12T07:38:12.572|    0.417|2014/12/12T07:38:12.989| S1|
 10.252.108.212|    224.0.0.252|59723| 5355| 17|         2|       100|        |2014/12/12T07:28:10.299|    0.412|2014/12/12T07:28:10.711| S1|
 10.252.108.212|    224.0.0.252|64592| 5355| 17|         2|       100|        |2014/12/12T07:28:10.299|    0.413|2014/12/12T07:28:10.712| S1|
 10.252.108.212|    224.0.0.252|61712| 5355| 17|         2|       100|        |2014/12/12T07:09:36.919|    0.411|2014/12/12T07:09:37.330| S1|
 10.252.108.212|    224.0.0.252|64597| 5355| 17|         2|       100|        |2014/12/12T07:09:36.918|    0.412|2014/12/12T07:09:37.330| S1|
 10.252.108.212|    224.0.0.252|54565| 5355| 17|         2|       100|        |2014/12/12T07:19:39.196|    0.411|2014/12/12T07:19:39.607| S1|
 10.252.108.212|    224.0.0.252|60738| 5355| 17|         2|       100|        |2014/12/12T07:19:39.195|    0.412|2014/12/12T07:19:39.607| S1|
 10.252.108.212|    224.0.0.252|62713| 5355| 17|         2|       100|        |2014/12/12T07:48:14.844|    0.413|2014/12/12T07:48:15.257| S1|
 10.252.108.212|    224.0.0.252|59198| 5355| 17|         2|       100|        |2014/12/12T07:48:14.844|    0.413|2014/12/12T07:48:15.257| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         6|       468|        |2014/12/12T07:48:14.843|   43.388|2014/12/12T07:48:58.231| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T07:21:18.838|  258.331|2014/12/12T07:25:37.169| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T07:13:34.344|    0.000|2014/12/12T07:13:34.344| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T07:58:17.116|    1.502|2014/12/12T07:58:18.618| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T07:36:18.844|   75.383|2014/12/12T07:37:34.227| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T07:38:12.572|    1.505|2014/12/12T07:38:14.077| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         9|       702|        |2014/12/12T07:26:50.763|   81.043|2014/12/12T07:28:11.806| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T07:09:36.917|    1.507|2014/12/12T07:09:38.424| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T07:49:31.815|  107.036|2014/12/12T07:51:18.851| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T07:01:32.899|  285.932|2014/12/12T07:06:18.831| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T07:19:39.195|    1.501|2014/12/12T07:19:40.696| S1|
 10.252.108.212|    224.0.0.252|56769| 5355| 17|         2|       104|        |2014/12/12T07:48:56.726|    0.411|2014/12/12T07:48:57.137| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         6|       468|        |2014/12/12T07:48:14.839|   43.388|2014/12/12T07:48:58.227| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T07:01:32.895|  285.932|2014/12/12T07:06:18.827| S2|
 10.252.108.212|    224.0.0.252|54882| 5355| 17|         2|       100|        |2014/12/12T07:58:17.113|    0.411|2014/12/12T07:58:17.524| S2|
 10.252.108.212|    224.0.0.252|57448| 5355| 17|         2|       100|        |2014/12/12T07:58:17.113|    0.411|2014/12/12T07:58:17.524| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T07:58:17.112|    1.503|2014/12/12T07:58:18.615| S2|
 10.252.108.212|    224.0.0.252|61712| 5355| 17|         2|       100|        |2014/12/12T07:09:36.915|    0.411|2014/12/12T07:09:37.326| S2|
 10.252.108.212|    224.0.0.252|64597| 5355| 17|         2|       100|        |2014/12/12T07:09:36.914|    0.412|2014/12/12T07:09:37.326| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T07:09:36.913|    1.508|2014/12/12T07:09:38.421| S2|
 10.252.108.212|    224.0.0.252|54565| 5355| 17|         2|       100|        |2014/12/12T07:19:39.192|    0.412|2014/12/12T07:19:39.604| S2|
 10.252.108.212|    224.0.0.252|60738| 5355| 17|         2|       100|        |2014/12/12T07:19:39.191|    0.413|2014/12/12T07:19:39.604| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T07:19:39.191|    1.501|2014/12/12T07:19:40.692| S2|
 10.252.108.212|    224.0.0.252|54410| 5355| 17|         2|       100|        |2014/12/12T07:38:12.568|    0.417|2014/12/12T07:38:12.985| S2|
 10.252.108.212|    224.0.0.252|59030| 5355| 17|         2|       100|        |2014/12/12T07:38:12.568|    0.417|2014/12/12T07:38:12.985| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         3|       234|        |2014/12/12T07:38:12.568|    1.505|2014/12/12T07:38:14.073| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T07:21:18.834|  258.332|2014/12/12T07:25:37.166| S2|
 10.252.108.212|    224.0.0.252|61153| 5355| 17|         2|       100|        |2014/12/12T07:26:50.760|    0.410|2014/12/12T07:26:51.170| S2|
 10.252.108.212|    224.0.0.252|58677| 5355| 17|         2|       100|        |2014/12/12T07:26:50.760|    0.410|2014/12/12T07:26:51.170| S2|
 10.252.108.212|    224.0.0.252|64186| 5355| 17|         2|       100|        |2014/12/12T07:27:08.032|    0.410|2014/12/12T07:27:08.442| S2|
 10.252.108.212|    224.0.0.252|53076| 5355| 17|         2|       100|        |2014/12/12T07:27:08.032|    0.410|2014/12/12T07:27:08.442| S2|
 10.252.108.212|    224.0.0.252|62713| 5355| 17|         2|       100|        |2014/12/12T07:48:14.842|    0.411|2014/12/12T07:48:15.253| S2|
 10.252.108.212|    224.0.0.252|59198| 5355| 17|         2|       100|        |2014/12/12T07:48:14.842|    0.411|2014/12/12T07:48:15.253| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T07:13:34.340|    0.000|2014/12/12T07:13:34.340| S2|
 10.252.108.212|    224.0.0.252|59723| 5355| 17|         2|       100|        |2014/12/12T07:28:10.295|    0.412|2014/12/12T07:28:10.707| S2|
 10.252.108.212|    224.0.0.252|64592| 5355| 17|         2|       100|        |2014/12/12T07:28:10.295|    0.413|2014/12/12T07:28:10.708| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         9|       702|        |2014/12/12T07:26:50.759|   81.043|2014/12/12T07:28:11.802| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T07:49:31.811|  107.036|2014/12/12T07:51:18.847| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T07:36:18.840|   75.383|2014/12/12T07:37:34.223| S2|
 10.252.108.212|    224.0.0.252|54399| 5355| 17|         2|       100|        |2014/12/12T08:13:53.728|    0.417|2014/12/12T08:13:54.145| S1|
 10.252.108.212|    224.0.0.252|59066| 5355| 17|         2|       100|        |2014/12/12T08:13:53.727|    0.418|2014/12/12T08:13:54.145| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T08:13:32.453|    0.000|2014/12/12T08:13:32.453| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         5|       426|        |2014/12/12T08:13:32.454|   22.769|2014/12/12T08:13:55.223| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T08:01:32.114|  286.744|2014/12/12T08:06:18.858| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         1|       229|        |2014/12/12T08:13:32.449|    0.000|2014/12/12T08:13:32.449| S2|
 10.252.108.212|    224.0.0.252|54399| 5355| 17|         2|       100|        |2014/12/12T08:13:53.724|    0.417|2014/12/12T08:13:54.141| S2|
 10.252.108.212|    224.0.0.252|59066| 5355| 17|         2|       100|        |2014/12/12T08:13:53.723|    0.418|2014/12/12T08:13:54.141| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         5|       426|        |2014/12/12T08:13:32.450|   22.769|2014/12/12T08:13:55.219| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         2|       464|        |2014/12/12T08:01:32.110|  286.744|2014/12/12T08:06:18.854| S2|
 10.252.108.212|    224.0.0.252|50617| 5355| 17|         2|       100|        |2014/12/12T15:26:26.528|    0.402|2014/12/12T15:26:26.930| S1|
 10.252.108.212|    224.0.0.252|55300| 5355| 17|         2|       100|        |2014/12/12T15:26:26.528|    0.402|2014/12/12T15:26:26.930| S1|
 10.252.108.212|    224.0.0.252|60718| 5355| 17|         2|       104|        |2014/12/12T15:26:29.240|    0.407|2014/12/12T15:26:29.647| S1|
 10.252.108.212|    224.0.0.252|55268| 5355| 17|         2|       104|        |2014/12/12T15:14:31.969|    0.415|2014/12/12T15:14:32.384| S1|
 10.252.108.212|    224.0.0.252|52584| 5355| 17|         2|       100|        |2014/12/12T15:15:14.971|    0.410|2014/12/12T15:15:15.381| S1|
 10.252.108.212|    224.0.0.252|57808| 5355| 17|         2|       100|        |2014/12/12T15:15:14.971|    0.410|2014/12/12T15:15:15.381| S1|
 10.252.108.212|    224.0.0.252|55195| 5355| 17|         2|       104|        |2014/12/12T15:15:59.351|    0.416|2014/12/12T15:15:59.767| S1|
 10.252.108.212|    224.0.0.252|55218| 5355| 17|         2|       120|        |2014/12/12T15:13:42.866|    0.410|2014/12/12T15:13:43.276| S1|
 10.252.108.212|    224.0.0.252|62348| 5355| 17|         2|       108|        |2014/12/12T15:13:42.866|    0.410|2014/12/12T15:13:43.276| S1|
 10.252.108.212|    224.0.0.252|58689| 5355| 17|         2|       118|        |2014/12/12T15:13:42.866|    0.410|2014/12/12T15:13:43.276| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         6|       468|        |2014/12/12T15:26:26.528|    4.237|2014/12/12T15:26:30.765| S1|
 10.252.108.212| 10.252.108.255|  137|  137| 17|        12|       936|        |2014/12/12T15:13:42.866|  137.979|2014/12/12T15:16:00.845| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         4|       928|        |2014/12/12T15:13:35.335|  155.131|2014/12/12T15:16:10.466| S1|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         4|       934|        |2014/12/12T15:21:10.481|  370.480|2014/12/12T15:27:20.961| S1|
 10.252.108.212|    224.0.0.252|55268| 5355| 17|         2|       104|        |2014/12/12T15:14:31.965|    0.415|2014/12/12T15:14:32.380| S2|
 10.252.108.212|    224.0.0.252|52584| 5355| 17|         2|       100|        |2014/12/12T15:15:14.967|    0.410|2014/12/12T15:15:15.377| S2|
 10.252.108.212|    224.0.0.252|57808| 5355| 17|         2|       100|        |2014/12/12T15:15:14.967|    0.410|2014/12/12T15:15:15.377| S2|
 10.252.108.212|    224.0.0.252|55195| 5355| 17|         2|       104|        |2014/12/12T15:15:59.347|    0.416|2014/12/12T15:15:59.763| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|        12|       936|        |2014/12/12T15:13:42.862|  137.979|2014/12/12T15:16:00.841| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         4|       928|        |2014/12/12T15:13:35.331|  155.132|2014/12/12T15:16:10.463| S2|
 10.252.108.212| 10.252.108.255|  138|  138| 17|         4|       934|        |2014/12/12T15:21:10.477|  370.480|2014/12/12T15:27:20.957| S2|
 10.252.108.212|    224.0.0.252|55218| 5355| 17|         2|       120|        |2014/12/12T15:13:42.862|    0.410|2014/12/12T15:13:43.272| S2|
 10.252.108.212|    224.0.0.252|62348| 5355| 17|         2|       108|        |2014/12/12T15:13:42.862|    0.410|2014/12/12T15:13:43.272| S2|
 10.252.108.212|    224.0.0.252|58689| 5355| 17|         2|       118|        |2014/12/12T15:13:42.862|    0.410|2014/12/12T15:13:43.272| S2|
 10.252.108.212|    224.0.0.252|50617| 5355| 17|         2|       100|        |2014/12/12T15:26:26.525|    0.401|2014/12/12T15:26:26.926| S2|
 10.252.108.212|    224.0.0.252|55300| 5355| 17|         2|       100|        |2014/12/12T15:26:26.524|    0.402|2014/12/12T15:26:26.926| S2|
 10.252.108.212|    224.0.0.252|60718| 5355| 17|         2|       104|        |2014/12/12T15:26:29.237|    0.406|2014/12/12T15:26:29.643| S2|
 10.252.108.212| 10.252.108.255|  137|  137| 17|         6|       468|        |2014/12/12T15:26:26.524|    4.237|2014/12/12T15:26:30.761| S2|
 10.252.108.212|    224.0.0.252|58457| 5355| 17|         2|       100|        |2014/12/12T16:56:08.929|    0.423|2014/12/12T16:56:09.352| S1|
 10.252.108.212|    224.0.0.252|51938| 5355| 17|         2|       100|        |2014/12/12T16:56:08.929|    0.423|2014/12/12T16:56:09.352| S1|
 10.252.108.212|    224.0.0.252|61510| 5355| 17|         2|       104|        |2014/12/12T16:56:09.777|    0.419|2014/12/12T16:56:10.196| S1|
 10.252.108.212|    224.0.0.252|62965| 5355| 17|         2|       104|        |2014/12/12T16:56:12.222|    0.422|2014/12/12T16:56:12.644| S1|
 10.252.108.212|    224.0.0.252|55279| 5355| 17|         2|       100|        |2014/12/12T16:56:12.231|    0.413|2014/12/12T16:56:12.644| S1|
 10.252.108.212|    224.0.0.252|61651| 5355| 17|         2|       100|        |2014/12/12T16:56:12.232|    0.412|2014/12/12T16:56:12.644| S1|
 10.252.108.212|    224.0.0.252|57234| 5355| 17|         2|       104|        |2014/12/12T16:56:12.673|    0.424|2014/12/12T16:56:13.097| S1|
 10.252.108.212|    224.0.0.252|50478| 5355| 17|         2|       104|        |2014/12/12T16:56:12.679|    0.418|2014/12/12T16:56:13.097| S1|
 10.252.108.212|    224.0.0.252|55988| 5355| 17|         2|       104|        |2014/12/12T16:56:13.098|    0.411|2014/12/12T16:56:13.509| S1|
 10.252.108.212|    224.0.0.252|57325| 5355| 17|         2|       100|        |2014/12/12T16:56:15.238|    0.421|2014/12/12T16:56:15.659| S1|
 10.252.108.212|    224.0.0.252|56096| 5355| 17|         2|       100|        |2014/12/12T16:56:15.239|    0.420|2014/12/12T16:56:15.659| S1|
 10.252.108.212|    224.0.0.252|60258| 5355| 17|         2|       100|        |2014/12/12T16:56:15.743|    0.421|2014/12/12T16:56:16.164| S1|
 10.252.108.212|    224.0.0.252|65042| 5355| 17|         2|       100|        |2014/12/12T16:56:15.743|    0.421|2014/12/12T16:56:16.164| S1|
 10.252.108.212|    224.0.0.252|61376| 5355| 17|         2|       104|        |2014/12/12T16:56:23.585|    0.414|2014/12/12T16:56:23.999| S1|
 10.252.108.212|    224.0.0.252|55289| 5355| 17|         2|       100|        |2014/12/12T16:56:23.901|    0.411|2014/12/12T16:56:24.312| S1|
 10.252.108.212|    224.0.0.252|55833| 5355| 17|         2|       100|        |2014/12/12T16:56:23.901|    0.411|2014/12/12T16:56:24.312| S1|
 10.252.108.212|      224.0.0.2|    0|    0|  2|         4|       128|        |2014/12/12T16:56:12.214|   12.209|2014/12/12T16:56:24.423| S1|
 10.252.108.212|    224.0.0.252|63845| 5355| 17|         2|       104|        |2014/12/12T16:56:24.422|    0.415|2014/12/12T16:56:24.837| S1|
 10.252.108.212|    224.0.0.252|62985| 5355| 17|         2|       104|        |2014/12/12T16:56:24.732|    0.417|2014/12/12T16:56:25.149| S1|
 10.252.108.212|    224.0.0.252|62375| 5355| 17|         2|       100|        |2014/12/12T16:56:26.883|    0.420|2014/12/12T16:56:27.303| S1|
 10.252.108.212|    224.0.0.252|57324| 5355| 17|         2|       100|        |2014/12/12T16:56:26.882|    0.421|2014/12/12T16:56:27.303| S1|
 10.252.108.212| 74.125.200.113|    0| 2048|  1|         1|        60|        |2014/12/12T16:22:12.379|    0.000|2014/12/12T16:22:12.379| S1|
 10.252.108.212|     202.9.85.3|50647|   53| 17|         4|       296|        |2014/12/12T16:44:23.032|    7.841|2014/12/12T16:44:30.873| S1|
 10.252.108.212|     202.9.85.4|50647|   53| 17|         3|       222|        |2014/12/12T16:44:23.851|    7.022|2014/12/12T16:44:30.873| S1|
 10.252.108.212|     202.9.85.3|62002|   53| 17|         4|       240|        |2014/12/12T16:44:51.543|    7.842|2014/12/12T16:44:59.385| S1|
 10.252.108.212|     202.9.85.4|62002|   53| 17|         3|       180|        |2014/12/12T16:44:52.367|    7.018|2014/12/12T16:44:59.385| S1|
 10.252.108.212|     202.9.85.3|59471|   53| 17|         4|       240|        |2014/12/12T16:45:13.563|    7.836|2014/12/12T16:45:21.399| S1|
 10.252.108.212|     202.9.85.4|59471|   53| 17|         3|       180|        |2014/12/12T16:45:14.374|    7.025|2014/12/12T16:45:21.399| S1|
 10.252.108.212|     202.9.85.3|65203|   53| 17|         4|       304|        |2014/12/12T16:41:51.365|    7.835|2014/12/12T16:41:59.200| S1|
 10.252.108.212|     202.9.85.4|65203|   53| 17|         3|       228|        |2014/12/12T16:41:52.177|    7.024|2014/12/12T16:41:59.201| S1|
 10.252.108.212|     202.9.85.3|60210|   53| 17|         4|       304|        |2014/12/12T16:42:06.423|    7.847|2014/12/12T16:42:14.270| S1|
 10.252.108.212|     202.9.85.4|60210|   53| 17|         3|       228|        |2014/12/12T16:42:07.238|    7.032|2014/12/12T16:42:14.270| S1|
 10.252.108.212|     202.9.85.3|63432|   53| 17|         4|       248|        |2014/12/12T16:42:27.449|    7.833|2014/12/12T16:42:35.282| S1|
 10.252.108.212|     202.9.85.4|63432|   53| 17|         3|       186|        |2014/12/12T16:42:28.249|    7.033|2014/12/12T16:42:35.282| S1|
 10.252.108.212|     202.9.85.3|62646|   53| 17|         1|        63|        |2014/12/12T16:22:51.090|    0.000|2014/12/12T16:22:51.090| S1|
 10.252.108.212|     202.9.85.3|63589|   53| 17|         1|        63|        |2014/12/12T16:22:51.090|    0.000|2014/12/12T16:22:51.090| S1|
 10.252.108.212|     202.9.85.4|63589|   53| 17|         1|        63|        |2014/12/12T16:22:51.121|    0.000|2014/12/12T16:22:51.121| S1|
 10.252.108.212|     202.9.85.3|53993|   53| 17|         4|       248|        |2014/12/12T16:48:41.458|    7.833|2014/12/12T16:48:49.291| S1|
 10.252.108.212|     202.9.85.4|53993|   53| 17|         3|       186|        |2014/12/12T16:48:42.266|    7.025|2014/12/12T16:48:49.291| S1|
 10.252.108.212|     202.9.85.3|62519|   53| 17|         4|       276|        |2014/12/12T16:46:54.551|    7.823|2014/12/12T16:47:02.374| S1|
 10.252.108.212|     202.9.85.4|62519|   53| 17|         3|       207|        |2014/12/12T16:46:55.364|    7.010|2014/12/12T16:47:02.374| S1|
 10.252.108.212|     202.9.85.3|63154|   53| 17|         4|       264|        |2014/12/12T16:47:29.617|    7.833|2014/12/12T16:47:37.450| S1|
 10.252.108.212|     202.9.85.4|63154|   53| 17|         3|       198|        |2014/12/12T16:47:30.428|    7.022|2014/12/12T16:47:37.450| S1|
 10.252.108.212|    224.0.0.252|63015| 5355| 17|         2|       100|        |2014/12/12T16:56:44.156|    0.409|2014/12/12T16:56:44.565| S1|
 10.252.108.212|    224.0.0.252|54710| 5355| 17|         2|       100|        |2014/12/12T16:56:44.156|    0.409|2014/12/12T16:56:44.565| S1|
 10.252.108.212|     202.9.85.3|55103|   53| 17|         4|       240|        |2014/12/12T16:46:17.570|    7.842|2014/12/12T16:46:25.412| S1|
 10.252.108.212|     202.9.85.4|55103|   53| 17|         3|       180|        |2014/12/12T16:46:18.393|    7.019|2014/12/12T16:46:25.412| S1|
 10.252.108.212|     202.9.85.3|52215|   53| 17|         4|       240|        |2014/12/12T16:50:33.587|    7.838|2014/12/12T16:50:41.425| S1|
 10.252.108.212|     202.9.85.4|52215|   53| 17|         3|       180|        |2014/12/12T16:50:34.405|    7.020|2014/12/12T16:50:41.425| S1|
 10.252.108.212|     202.9.85.3|55274|   53| 17|         4|       248|        |2014/12/12T16:51:24.282|    7.826|2014/12/12T16:51:32.108| S1|
 10.252.108.212|     202.9.85.4|55274|   53| 17|         3|       186|        |2014/12/12T16:51:25.092|    7.016|2014/12/12T16:51:32.108| S1|
 10.252.108.212|     202.9.85.3|50572|   53| 17|         4|       296|        |2014/12/12T16:51:29.201|    7.828|2014/12/12T16:51:37.029| S1|
 10.252.108.212|     202.9.85.4|50572|   53| 17|         3|       222|        |2014/12/12T16:51:30.009|    7.021|2014/12/12T16:51:37.030| S1|
 10.252.108.212|     202.9.85.3|54546|   53| 17|         4|       248|        |2014/12/12T16:52:41.051|    7.839|2014/12/12T16:52:48.890| S1|
 10.252.108.212|     202.9.85.4|54546|   53| 17|         3|       186|        |2014/12/12T16:52:41.871|    7.020|2014/12/12T16:52:48.891| S1|
 10.252.108.212|     202.9.85.3|53928|   53| 17|         4|       276|        |2014/12/12T16:53:39.778|    7.824|2014/12/12T16:53:47.602| S1|
 10.252.108.212|     202.9.85.4|53928|   53| 17|         3|       207|        |2014/12/12T16:53:40.577|    7.025|2014/12/12T16:53:47.602| S1|
 10.252.108.212|  37.187.135.25| 2125| 5938|  6|         2|       128|   PA   |2014/12/12T16:19:03.363|    1.766|2014/12/12T16:19:05.129| S1|
 10.252.108.212|    224.0.0.252|63522| 5355| 17|         2|       100|        |2014/12/12T16:19:18.501|    0.410|2014/12/12T16:19:18.911| S1|
 10.252.108.212|    224.0.0.252|65394| 5355| 17|         2|       100|        |2014/12/12T16:19:18.501|    0.410|2014/12/12T16:19:18.911| S1|
 10.252.108.212|     202.9.85.3|58768|   53| 17|         4|       276|        |2014/12/12T16:37:54.740|    7.828|2014/12/12T16:38:02.568| S1|
 10.252.108.212|     202.9.85.4|58768|   53| 17|         3|       207|        |2014/12/12T16:37:55.555|    7.013|2014/12/12T16:38:02.568| S1|
 10.252.108.212|     202.9.85.3|63941|   53| 17|         4|       248|        |2014/12/12T16:38:07.434|    7.836|2014/12/12T16:38:15.270| S1|
 10.252.108.212|     202.9.85.4|63941|   53| 17|         3|       186|        |2014/12/12T16:38:08.231|    7.039|2014/12/12T16:38:15.270| S1|
 10.252.108.212|    224.0.0.252|64603| 5355| 17|         2|       100|        |2014/12/12T16:29:20.759|    0.408|2014/12/12T16:29:21.167| S1|
 10.252.108.212|    224.0.0.252|63928| 5355| 17|         2|       100|        |2014/12/12T16:29:20.758|    0.409|2014/12/12T16:29:21.167| S1|
 10.252.108.212|     202.9.85.3|59701|   53| 17|         4|       248|        |2014/12/12T16:54:39.274|    7.842|2014/12/12T16:54:47.116| S1|
 10.252.108.212|     202.9.85.4|59701|   53| 17|         3|       186|        |2014/12/12T16:54:40.092|    7.025|2014/12/12T16:54:47.117| S1|
 10.252.108.212|     202.9.85.3|51879|   53| 17|         4|       296|        |2014/12/12T16:55:06.298|    7.833|2014/12/12T16:55:14.131| S1|
 10.252.108.212|     202.9.85.4|51879|   53| 17|         3|       222|        |2014/12/12T16:55:07.111|    7.020|2014/12/12T16:55:14.131| S1|
 10.252.108.212|     202.9.85.3|50851|   53| 17|         4|       264|        |2014/12/12T16:42:59.617|    7.834|2014/12/12T16:43:07.451| S1|
 10.252.108.212|     202.9.85.4|50851|   53| 17|         3|       198|        |2014/12/12T16:43:00.441|    7.010|2014/12/12T16:43:07.451| S1|
 10.252.108.212|     202.9.85.3|51416|   53| 17|         4|       248|        |2014/12/12T16:40:41.196|    7.841|2014/12/12T16:40:49.037| S1|
 10.252.108.212|     202.9.85.4|51416|   53| 17|         3|       186|        |2014/12/12T16:40:42.009|    7.028|2014/12/12T16:40:49.037| S1|
 10.252.108.212|     202.9.85.3|58726|   53| 17|         4|       276|        |2014/12/12T16:40:54.583|    7.834|2014/12/12T16:41:02.417| S1|
 10.252.108.212|     202.9.85.4|58726|   53| 17|         3|       207|        |2014/12/12T16:40:55.403|    7.015|2014/12/12T16:41:02.418| S1|
 10.252.108.212|     202.9.85.3|61358|   53| 17|         4|       296|        |2014/12/12T16:41:22.951|    7.843|2014/12/12T16:41:30.794| S1|
 10.252.108.212|     202.9.85.4|61358|   53| 17|         3|       222|        |2014/12/12T16:41:23.766|    7.028|2014/12/12T16:41:30.794| S1|
 10.252.108.212|     202.9.85.3|63095|   53| 17|         4|       308|        |2014/12/12T16:48:56.648|    7.837|2014/12/12T16:49:04.485| S1|
 10.252.108.212|     202.9.85.4|63095|   53| 17|         3|       231|        |2014/12/12T16:48:57.473|    7.012|2014/12/12T16:49:04.485| S1|
 10.252.108.212|     202.9.85.3|50797|   53| 17|         4|       304|        |2014/12/12T16:49:10.667|    7.828|2014/12/12T16:49:18.495| S1|
 10.252.108.212|     202.9.85.4|50797|   53| 17|         3|       228|        |2014/12/12T16:49:11.485|    7.010|2014/12/12T16:49:18.495| S1|
 10.252.108.212|    224.0.0.252|49996| 5355| 17|         2|       100|        |2014/12/12T16:49:25.311|    0.410|2014/12/12T16:49:25.721| S1|
 10.252.108.212|    224.0.0.252|62737| 5355| 17|         2|       100|        |2014/12/12T16:49:25.311|    0.410|2014/12/12T16:49:25.721| S1|
 10.252.108.212|     202.9.85.3|51049|   53| 17|         4|       248|        |2014/12/12T16:49:54.269|    7.835|2014/12/12T16:50:02.104| S1|
 10.252.108.212|     202.9.85.4|51049|   53| 17|         3|       186|        |2014/12/12T16:49:55.085|    7.019|2014/12/12T16:50:02.104| S1|
 10.252.108.212|     202.9.85.3|55718|   53| 17|         1|        69|        |2014/12/12T16:35:50.954|    0.000|2014/12/12T16:35:50.954| S1|
 10.252.108.212|     202.9.85.4|55718|   53| 17|         1|        69|        |2014/12/12T16:35:50.954|    0.000|2014/12/12T16:35:50.954| S1|
 10.252.108.212|     202.9.85.3|58499|   53| 17|         4|       348|        |2014/12/12T16:35:49.624|    7.852|2014/12/12T16:35:57.476| S1|
 10.252.108.212|     202.9.85.4|58499|   53| 17|         3|       261|        |2014/12/12T16:35:50.439|    7.037|2014/12/12T16:35:57.476| S1|
